sequenceID	num_ns	longest_n_run	num_bivalent_ambigs	num_trivalent_ambigs	num_hyphens	num_whitespace	num_other	uncorrected_illegals
EPI_ISL_416368	204	35	0	0	0	0	0	false
EPI_ISL_416369	202	59	0	0	0	0	0	false
EPI_ISL_416370	6	4	0	0	0	0	0	false
EPI_ISL_416371	2113	77	0	0	0	0	0	false
EPI_ISL_416372	2	2	0	0	0	0	0	false
EPI_ISL_416373	0	0	0	0	0	0	0	false
EPI_ISL_416374	1791	79	0	0	0	0	0	false
EPI_ISL_416375	363	1	0	0	0	0	0	false
EPI_ISL_416376	0	0	0	0	0	0	0	false
EPI_ISL_416377	0	0	0	0	0	0	0	false
EPI_ISL_416378	205	59	0	0	0	0	0	false
EPI_ISL_416379	12	12	0	0	0	0	0	false
EPI_ISL_416380	0	0	0	0	0	0	0	false
EPI_ISL_416381	0	0	0	0	0	0	0	false
EPI_ISL_416382	0	0	0	0	0	0	0	false
EPI_ISL_416383	1067	74	0	0	0	0	0	false
EPI_ISL_416384	253	55	0	0	0	0	0	false
EPI_ISL_416385	1214	56	0	0	0	0	0	false
EPI_ISL_416386	624	59	0	0	0	0	0	false
EPI_ISL_416387	1	1	0	0	0	0	0	false
EPI_ISL_416388	1190	59	0	0	0	0	0	false
EPI_ISL_416389	1	1	0	0	0	0	0	false
EPI_ISL_416390	0	0	0	0	0	0	0	false
EPI_ISL_416391	943	64	0	0	0	0	0	false
EPI_ISL_416392	388	59	0	0	0	0	0	false
EPI_ISL_416393	0	0	0	0	0	0	0	false
EPI_ISL_416394	0	0	0	0	0	0	0	false
EPI_ISL_416395	2845	78	0	0	0	0	0	false
EPI_ISL_416396	191	74	0	0	0	0	0	false
EPI_ISL_416397	0	0	0	0	0	0	0	false
EPI_ISL_416398	0	0	0	0	0	0	0	false
EPI_ISL_416399	0	0	0	0	0	0	0	false
EPI_ISL_416400	227	62	0	0	0	0	0	false
EPI_ISL_416401	0	0	0	0	0	0	0	false
EPI_ISL_416402	0	0	0	0	0	0	0	false
EPI_ISL_416403	0	0	0	0	0	0	0	false
EPI_ISL_416404	0	0	0	0	0	0	0	false
EPI_ISL_416405	0	0	0	0	0	0	0	false
EPI_ISL_416406	2	2	0	0	0	0	0	false
EPI_ISL_416407	0	0	0	0	0	0	0	false
EPI_ISL_416408	427	63	0	0	0	0	0	false
EPI_ISL_416409	9	9	0	0	0	0	0	false
EPI_ISL_416410	274	42	0	0	0	0	0	false
EPI_ISL_416411	11	11	0	0	0	0	0	false
EPI_ISL_416412	0	0	1	0	0	0	0	false
EPI_ISL_416413	64	13	0	0	0	0	0	false
EPI_ISL_416414	517	35	3	0	0	0	0	false
EPI_ISL_416415	17	17	0	0	0	0	0	false
EPI_ISL_416416	2268	64	0	0	0	0	0	false
EPI_ISL_416417	1484	64	0	0	0	0	0	false
EPI_ISL_416418	3186	72	0	0	0	0	0	false
EPI_ISL_416419	1767	72	0	0	0	0	0	false
EPI_ISL_416420	953	64	0	0	0	0	0	false
EPI_ISL_416421	874	9	0	0	0	0	0	false
EPI_ISL_416422	2284	72	0	0	0	0	0	false
EPI_ISL_416423	767	54	0	0	0	0	0	false
EPI_ISL_416424	1795	72	0	0	0	0	0	false
EPI_ISL_416425	0	0	0	0	0	0	0	false
EPI_ISL_416426	0	0	0	0	0	0	0	false
EPI_ISL_416427	0	0	0	0	0	0	0	false
EPI_ISL_416428	0	0	0	0	0	0	0	false
EPI_ISL_416429	0	0	0	0	0	0	0	false
EPI_ISL_416430	0	0	0	0	0	0	0	false
EPI_ISL_416431	0	0	0	0	0	0	0	false
EPI_ISL_416432	0	0	0	0	0	0	0	false
EPI_ISL_416433	5	1	0	2	0	0	0	false
EPI_ISL_416434	0	0	0	0	0	0	0	false
EPI_ISL_416435	0	0	0	0	0	0	0	false
EPI_ISL_416436	0	0	0	0	0	0	0	false
EPI_ISL_416437	6	6	0	0	0	0	0	false
EPI_ISL_416438	7	4	0	0	0	0	0	false
EPI_ISL_416439	5	1	0	0	0	0	0	false
EPI_ISL_416440	0	0	0	0	0	0	0	false
EPI_ISL_416441	7	7	0	0	0	0	0	false
EPI_ISL_416442	5	5	0	0	0	0	0	false
EPI_ISL_416443	1	1	0	1	0	0	0	false
EPI_ISL_416444	0	0	0	0	0	0	0	false
EPI_ISL_416445	0	0	0	0	0	0	0	false
EPI_ISL_416446	2	2	0	0	0	0	0	false
EPI_ISL_416447	0	0	0	0	0	0	0	false
EPI_ISL_416448	0	0	0	0	0	0	0	false
EPI_ISL_416449	185	39	0	0	0	0	0	false
EPI_ISL_416450	64	25	0	0	0	0	0	false
EPI_ISL_416451	10	7	0	0	0	0	0	false
EPI_ISL_416452	10	10	0	0	0	0	0	false
EPI_ISL_416457	0	0	0	0	0	0	0	false
EPI_ISL_416458	0	0	1	0	0	0	0	false
EPI_ISL_416459	10214	72	0	0	0	0	0	false
EPI_ISL_416460	47	33	0	0	0	0	0	false
EPI_ISL_416461	48	33	0	0	0	0	0	false
EPI_ISL_416462	73	33	0	0	0	0	0	false
EPI_ISL_416463	2885	77	0	0	0	0	0	false
EPI_ISL_416464	5626	79	0	0	0	0	0	false
EPI_ISL_416465	31	29	0	0	0	0	0	false
EPI_ISL_416466	24	24	0	0	0	0	0	false
EPI_ISL_416467	0	0	0	0	0	0	0	false
EPI_ISL_416468	0	0	0	0	0	0	0	false
EPI_ISL_416469	0	0	0	0	0	0	0	false
EPI_ISL_416470	0	0	0	0	0	0	0	false
EPI_ISL_416471	0	0	0	0	0	0	0	false
EPI_ISL_416472	0	0	0	0	0	0	0	false
EPI_ISL_416473	0	0	0	0	0	0	0	false
EPI_ISL_416474	0	0	0	0	0	0	0	false
EPI_ISL_416475	0	0	0	0	0	0	0	false
EPI_ISL_416476	0	0	0	0	0	0	0	false
EPI_ISL_416477	0	0	0	0	0	0	0	false
EPI_ISL_416478	0	0	0	0	0	0	0	false
EPI_ISL_416479	2	1	0	0	0	0	0	false
EPI_ISL_416480	0	0	0	0	0	0	0	false
EPI_ISL_416481	0	0	0	0	0	0	0	false
EPI_ISL_416482	0	0	0	0	0	0	0	false
EPI_ISL_416483	372	57	0	0	0	0	0	false
EPI_ISL_416484	2	1	0	0	0	0	0	false
EPI_ISL_416485	280	8	0	0	0	0	0	false
EPI_ISL_416486	85	7	0	0	0	0	0	false
EPI_ISL_416487	0	0	0	0	0	0	0	false
EPI_ISL_416488	0	0	0	0	0	0	0	false
EPI_ISL_416489	0	0	0	0	0	0	0	false
EPI_ISL_416491	0	0	0	0	0	0	0	false
EPI_ISL_416492	0	0	0	0	0	0	0	false
EPI_ISL_416493	0	0	0	0	0	0	0	false
EPI_ISL_416494	21	2	0	0	0	0	0	false
EPI_ISL_416495	18	12	0	0	0	0	0	false
EPI_ISL_416496	26	7	0	0	0	0	0	false
EPI_ISL_416497	26	4	0	0	0	0	0	false
EPI_ISL_416498	21	1	0	0	0	0	0	false
EPI_ISL_416499	17	10	0	0	0	0	0	false
EPI_ISL_416500	351	43	0	0	0	0	0	false
EPI_ISL_416501	90	14	0	0	0	0	0	false
EPI_ISL_416502	44	24	0	0	0	0	0	false
EPI_ISL_416503	20	9	0	0	0	0	0	false
EPI_ISL_416504	115	34	0	0	0	0	0	false
EPI_ISL_416505	23	4	0	0	0	0	0	false
EPI_ISL_416506	18	5	0	0	0	0	0	false
EPI_ISL_416507	4	3	0	0	0	0	0	false
EPI_ISL_416508	251	16	0	0	0	0	0	false
EPI_ISL_416509	7	7	0	0	0	0	0	false
EPI_ISL_416510	29	18	0	0	0	0	0	false
EPI_ISL_416511	95	56	0	0	0	0	0	false
EPI_ISL_416512	32	2	0	0	0	0	0	false
EPI_ISL_416513	40	19	0	0	1	0	0	false
EPI_ISL_416514	2	1	2	0	0	0	0	false
EPI_ISL_416515	249	67	0	0	0	0	0	false
EPI_ISL_416516	227	37	0	0	0	0	0	false
EPI_ISL_416517	483	23	0	0	0	0	0	false
EPI_ISL_416518	851	77	2	0	0	0	0	false
EPI_ISL_416519	121	4	0	0	0	0	0	false
EPI_ISL_416520	678	64	0	0	0	0	0	false
EPI_ISL_416521	0	0	0	0	0	0	0	false
EPI_ISL_416522	0	0	0	0	0	0	0	false
EPI_ISL_416523	0	0	0	0	0	0	0	false
EPI_ISL_416524	40	13	0	0	0	0	0	false
EPI_ISL_416525	29	2	0	0	0	0	0	false
EPI_ISL_416526	678	64	0	0	0	0	0	false
EPI_ISL_416538	121	4	0	0	0	0	0	false
EPI_ISL_416539	121	4	0	0	0	0	0	false
EPI_ISL_416541	0	0	0	0	0	0	0	false
EPI_ISL_416542	0	0	0	0	0	0	0	false
EPI_ISL_416543	0	0	3	0	0	0	0	false
EPI_ISL_416565	0	0	0	0	0	0	0	false
EPI_ISL_416566	0	0	0	0	0	0	0	false
EPI_ISL_416567	0	0	0	0	0	0	0	false
EPI_ISL_416568	351	30	0	0	0	0	0	false
EPI_ISL_416569	0	0	0	0	0	0	0	false
EPI_ISL_416570	0	0	0	0	0	0	0	false
EPI_ISL_416571	0	0	0	0	0	0	0	false
EPI_ISL_416572	0	0	0	0	0	0	0	false
EPI_ISL_416573	0	0	0	0	0	0	0	false
EPI_ISL_416574	0	0	0	0	0	0	0	false
EPI_ISL_416575	0	0	0	0	0	0	0	false
EPI_ISL_416576	0	0	0	0	0	0	0	false
EPI_ISL_416577	0	0	0	0	0	0	0	false
EPI_ISL_416578	0	0	0	0	0	0	0	false
EPI_ISL_416579	0	0	0	0	0	0	0	false
EPI_ISL_416580	0	0	0	0	0	0	0	false
EPI_ISL_416581	0	0	0	0	0	0	0	false
EPI_ISL_416582	0	0	0	0	0	0	0	false
EPI_ISL_416583	0	0	0	0	0	0	0	false
EPI_ISL_416584	0	0	0	0	0	0	0	false
EPI_ISL_416585	0	0	0	0	0	0	0	false
EPI_ISL_416586	0	0	0	0	0	0	0	false
EPI_ISL_416587	0	0	0	0	0	0	0	false
EPI_ISL_416588	0	0	0	0	0	0	0	false
EPI_ISL_416589	0	0	0	0	0	0	0	false
EPI_ISL_416590	0	0	0	0	0	0	0	false
EPI_ISL_416591	0	0	0	0	0	0	0	false
EPI_ISL_416592	0	0	0	0	0	0	0	false
EPI_ISL_416593	0	0	0	0	0	0	0	false
EPI_ISL_416594	0	0	0	0	0	0	0	false
EPI_ISL_416595	0	0	0	0	0	0	0	false
EPI_ISL_416596	0	0	0	0	0	0	0	false
EPI_ISL_416597	0	0	0	0	0	0	0	false
EPI_ISL_416598	0	0	0	0	0	0	0	false
EPI_ISL_416599	0	0	0	0	0	0	0	false
EPI_ISL_416600	0	0	0	0	0	0	0	false
EPI_ISL_416601	0	0	0	0	0	0	0	false
EPI_ISL_416602	220	10	0	0	0	0	0	false
EPI_ISL_416603	0	0	0	0	0	0	0	false
EPI_ISL_416604	0	0	0	0	0	0	0	false
EPI_ISL_416605	0	0	0	0	0	0	0	false
EPI_ISL_416606	0	0	0	0	0	0	0	false
EPI_ISL_416607	0	0	0	0	0	0	0	false
EPI_ISL_416608	0	0	0	0	0	0	0	false
EPI_ISL_416609	0	0	0	0	0	0	0	false
EPI_ISL_416610	0	0	0	0	0	0	0	false
EPI_ISL_416611	0	0	0	0	0	0	0	false
EPI_ISL_416612	0	0	0	0	0	0	0	false
EPI_ISL_416613	0	0	0	0	0	0	0	false
EPI_ISL_416614	0	0	0	0	0	0	0	false
EPI_ISL_416615	221	13	0	0	0	0	0	false
EPI_ISL_416616	374	63	0	0	0	0	0	false
EPI_ISL_416617	0	0	0	0	0	0	0	false
EPI_ISL_416618	225	41	0	0	0	0	0	false
EPI_ISL_416619	0	0	0	0	0	0	0	false
EPI_ISL_416620	0	0	0	0	0	0	0	false
EPI_ISL_416621	0	0	0	0	0	0	0	false
EPI_ISL_416622	0	0	0	0	0	0	0	false
EPI_ISL_416623	629	72	0	0	0	0	0	false
EPI_ISL_416624	0	0	0	0	0	0	0	false
EPI_ISL_416625	0	0	0	0	0	0	0	false
EPI_ISL_416626	223	9	0	0	0	0	0	false
EPI_ISL_416627	0	0	0	0	0	0	0	false
EPI_ISL_416628	0	0	0	0	0	0	0	false
EPI_ISL_416629	0	0	0	0	0	0	0	false
EPI_ISL_416630	0	0	0	0	0	0	0	false
EPI_ISL_416631	0	0	0	0	0	0	0	false
EPI_ISL_416632	0	0	0	0	0	0	0	false
EPI_ISL_416633	0	0	0	0	0	0	0	false
EPI_ISL_416634	0	0	0	0	0	0	0	false
EPI_ISL_416635	4	4	0	0	0	0	0	false
EPI_ISL_416636	6	1	0	1	0	0	0	false
EPI_ISL_416637	3	1	0	0	0	0	0	false
EPI_ISL_416638	1	1	1	2	0	0	0	false
EPI_ISL_416639	262	24	0	0	0	0	0	false
EPI_ISL_416640	336	66	0	0	0	0	0	false
EPI_ISL_416641	3	2	0	0	0	0	0	false
EPI_ISL_416642	0	0	0	0	0	0	0	false
EPI_ISL_416643	0	0	0	0	0	0	0	false
EPI_ISL_416644	10	10	0	0	0	0	0	false
EPI_ISL_416645	532	57	0	0	0	0	0	false
EPI_ISL_416646	0	0	0	0	0	0	0	false
EPI_ISL_416647	18	1	0	0	0	0	0	false
EPI_ISL_416648	0	0	0	0	0	0	0	false
EPI_ISL_416649	5	5	0	0	0	0	0	false
EPI_ISL_416650	7	1	0	0	0	0	0	false
EPI_ISL_416651	6	6	0	0	0	0	0	false
EPI_ISL_416652	0	0	0	0	0	0	0	false
EPI_ISL_416653	2	2	0	0	0	0	0	false
EPI_ISL_416654	0	0	0	0	0	0	0	false
EPI_ISL_416655	11	7	0	0	0	0	0	false
EPI_ISL_416656	0	0	0	0	0	0	0	false
EPI_ISL_416657	25	20	0	1	0	0	0	false
EPI_ISL_416658	19	11	0	0	0	0	0	false
EPI_ISL_416659	0	0	0	0	0	0	0	false
EPI_ISL_416660	0	0	0	0	0	0	0	false
EPI_ISL_416661	5	5	0	0	0	0	0	false
EPI_ISL_416662	1	1	0	1	0	0	0	false
EPI_ISL_416663	0	0	0	0	0	0	0	false
EPI_ISL_416664	0	0	0	0	0	0	0	false
EPI_ISL_416665	0	0	0	0	0	0	0	false
EPI_ISL_416666	4	4	0	0	0	0	0	false
EPI_ISL_416667	6	4	0	0	0	0	0	false
EPI_ISL_416668	1	1	0	2	0	0	0	false
EPI_ISL_416669	5	5	0	0	0	0	0	false
EPI_ISL_416670	308	38	0	0	0	0	0	false
EPI_ISL_416671	0	0	0	0	0	0	0	false
EPI_ISL_416672	88	37	0	0	0	0	0	false
EPI_ISL_416673	141	30	0	0	0	0	0	false
EPI_ISL_416674	0	0	0	0	0	0	0	false
EPI_ISL_416675	4	1	0	2	0	0	0	false
EPI_ISL_416676	0	0	0	0	0	0	0	false
EPI_ISL_416677	2	1	0	1	0	0	0	false
EPI_ISL_416678	0	0	0	0	0	0	0	false
EPI_ISL_416679	15	15	0	0	0	0	0	false
EPI_ISL_416680	10	10	0	0	0	0	0	false
EPI_ISL_416681	5	4	0	1	0	0	0	false
EPI_ISL_416682	18	12	0	0	0	0	0	false
EPI_ISL_416683	0	0	0	2	0	0	0	false
EPI_ISL_416684	44	16	0	0	0	0	0	false
EPI_ISL_416685	1	1	0	0	0	0	0	false
EPI_ISL_416686	0	0	0	0	0	0	0	false
EPI_ISL_416687	0	0	0	2	0	0	0	false
EPI_ISL_416688	0	0	0	0	0	0	0	false
EPI_ISL_416690	11	11	0	0	0	0	0	false
EPI_ISL_416691	0	0	0	0	0	0	0	false
EPI_ISL_416692	178	25	0	0	0	0	0	false
EPI_ISL_416693	0	0	0	0	0	0	0	false
EPI_ISL_416694	4	4	1	0	0	0	0	false
EPI_ISL_416695	315	42	0	0	0	0	0	false
EPI_ISL_416696	0	0	0	0	0	0	0	false
EPI_ISL_416697	1	1	0	0	0	0	0	false
EPI_ISL_416698	5	1	0	0	0	0	0	false
EPI_ISL_416699	7	7	0	0	0	0	0	false
EPI_ISL_416700	0	0	0	0	0	0	0	false
EPI_ISL_416701	28	19	0	0	0	0	0	false
EPI_ISL_416702	28	15	0	0	0	0	0	false
EPI_ISL_416703	1	1	0	0	0	0	0	false
EPI_ISL_416705	0	0	0	0	0	0	0	false
EPI_ISL_416706	0	0	0	0	0	0	0	false
EPI_ISL_416709	1	1	0	1	0	0	0	false
EPI_ISL_416710	0	0	0	0	0	0	0	false
EPI_ISL_416712	0	0	0	0	0	0	0	false
EPI_ISL_416714	0	0	0	0	0	0	0	false
EPI_ISL_416716	0	0	0	0	0	0	0	false
EPI_ISL_416720	226	36	0	0	0	0	0	false
EPI_ISL_416721	0	0	0	0	0	0	0	false
EPI_ISL_416722	83	10	0	0	0	0	0	false
EPI_ISL_416724	0	0	0	0	0	0	0	false
EPI_ISL_416725	0	0	0	0	0	0	0	false
EPI_ISL_416726	2	2	0	1	0	0	0	false
EPI_ISL_416728	0	0	0	0	0	0	0	false
EPI_ISL_416729	0	0	0	0	0	0	0	false
EPI_ISL_416730	121	4	0	0	0	0	0	false
EPI_ISL_416731	121	4	0	0	0	0	0	false
EPI_ISL_416732	121	4	0	0	0	0	0	false
EPI_ISL_416733	121	4	0	0	0	0	0	false
EPI_ISL_416734	121	4	0	0	0	0	0	false
EPI_ISL_416735	934	70	0	0	0	0	0	false
EPI_ISL_416736	869	70	0	0	0	0	0	false
EPI_ISL_416737	569	76	0	0	0	0	0	false
EPI_ISL_416738	352	52	0	0	0	0	0	false
EPI_ISL_416739	122	4	0	0	0	0	0	false
EPI_ISL_416740	121	4	0	0	0	0	0	false
EPI_ISL_416741	0	0	0	0	0	0	0	false
EPI_ISL_416742	0	0	0	0	0	0	0	false
EPI_ISL_416743	0	0	0	0	0	0	0	false
EPI_ISL_416744	0	0	0	0	0	0	0	false
EPI_ISL_416745	104	7	0	0	0	0	0	false
EPI_ISL_416746	81	5	0	0	0	0	0	false
EPI_ISL_416747	142	14	0	0	0	0	0	false
EPI_ISL_416748	72	5	0	0	0	0	0	false
EPI_ISL_416749	81	5	0	0	0	0	0	false
EPI_ISL_416750	134	13	0	0	0	0	0	false
EPI_ISL_416751	81	5	0	0	0	0	0	false
EPI_ISL_416752	110	7	0	0	0	0	0	false
EPI_ISL_416753	119	10	0	0	0	0	0	false
EPI_ISL_416754	101	5	0	0	0	0	0	false
EPI_ISL_416756	117	8	0	0	0	0	0	false
EPI_ISL_416757	123	13	0	0	0	0	0	false
EPI_ISL_416758	101	6	0	0	0	0	0	false
EPI_ISL_416829	0	0	0	0	0	0	0	false
EPI_ISL_416830	0	0	0	0	0	0	0	false
EPI_ISL_416831	0	0	0	0	0	0	0	false
EPI_ISL_416832	0	0	0	0	0	0	0	false
EPI_ISL_416866	0	0	0	0	0	0	0	false
EPI_ISL_416884	81	41	0	0	0	0	0	false
EPI_ISL_416885	498	49	0	0	0	0	0	false
EPI_ISL_416886	73	40	0	0	0	0	0	false
EPI_ISL_416907	37	23	0	0	0	0	0	false
EPI_ISL_416994	0	0	0	0	0	0	0	false
EPI_ISL_416997	218	50	0	0	0	0	0	false
EPI_ISL_417004	0	0	0	0	0	0	0	false
EPI_ISL_417005	2776	74	0	0	0	0	0	false
EPI_ISL_417006	245	26	0	0	0	0	0	false
EPI_ISL_417007	0	0	0	0	0	0	0	false
EPI_ISL_417008	2	2	0	0	0	0	0	false
EPI_ISL_417009	0	0	0	0	0	0	0	false
EPI_ISL_417010	0	0	0	0	0	0	0	false
EPI_ISL_417011	792	57	0	0	0	0	0	false
EPI_ISL_417012	218	50	0	0	0	0	0	false
EPI_ISL_417013	220	50	0	0	0	0	0	false
EPI_ISL_417014	0	0	0	0	0	0	0	false
EPI_ISL_417015	0	0	0	0	0	0	0	false
EPI_ISL_417016	1	1	0	0	0	0	0	false
EPI_ISL_417017	0	0	0	0	0	0	0	false
EPI_ISL_417018	0	0	0	0	0	0	0	false
EPI_ISL_417019	0	0	0	0	0	0	0	false
EPI_ISL_417020	0	0	0	0	0	0	0	false
EPI_ISL_417021	0	0	0	0	0	0	0	false
EPI_ISL_417022	0	0	0	0	0	0	0	false
EPI_ISL_417023	1	1	0	0	0	0	0	false
EPI_ISL_417024	219	50	0	0	0	0	0	false
EPI_ISL_417025	0	0	0	0	0	0	0	false
EPI_ISL_417026	194	19	0	0	0	0	0	false
EPI_ISL_417027	354	71	0	0	0	0	0	false
EPI_ISL_417028	0	0	0	0	0	0	0	false
EPI_ISL_417030	0	0	0	0	0	0	0	false
EPI_ISL_417031	0	0	0	0	0	0	0	false
EPI_ISL_417032	0	0	0	0	0	0	0	false
EPI_ISL_417033	0	0	0	0	0	0	0	false
EPI_ISL_417034	0	0	0	0	0	0	0	false
EPI_ISL_417064	0	0	0	0	0	0	0	false
EPI_ISL_417065	46	33	0	0	0	0	0	false
EPI_ISL_417066	55	39	0	0	0	0	0	false
EPI_ISL_417067	1268	60	0	0	0	0	0	false
EPI_ISL_417068	35	33	0	0	0	0	0	false
EPI_ISL_417069	43	33	0	0	0	0	0	false
EPI_ISL_417070	45	33	0	0	0	0	0	false
EPI_ISL_417071	54	39	0	0	0	0	0	false
EPI_ISL_417072	46	33	0	0	0	0	0	false
EPI_ISL_417073	34	33	0	0	0	0	0	false
EPI_ISL_417074	44	33	0	0	0	0	0	false
EPI_ISL_417075	45	33	0	0	0	0	0	false
EPI_ISL_417076	52	36	0	0	0	0	0	false
EPI_ISL_417077	48	33	0	0	0	0	0	false
EPI_ISL_417078	763	61	0	0	0	0	0	false
EPI_ISL_417079	34	33	0	0	0	0	0	false
EPI_ISL_417080	430	77	0	0	0	0	0	false
EPI_ISL_417081	44	33	0	0	0	0	0	false
EPI_ISL_417082	47	36	0	0	0	0	0	false
EPI_ISL_417083	1790	79	0	0	0	0	0	false
EPI_ISL_417084	752	60	0	0	0	0	0	false
EPI_ISL_417085	35	33	0	0	0	0	0	false
EPI_ISL_417086	48	33	0	0	0	0	0	false
EPI_ISL_417087	60	40	0	0	0	0	0	false
EPI_ISL_417088	47	33	0	0	0	0	0	false
EPI_ISL_417089	35	33	0	0	0	0	0	false
EPI_ISL_417090	301	40	0	0	0	0	0	false
EPI_ISL_417091	46	33	0	0	0	0	0	false
EPI_ISL_417092	35	33	0	0	0	0	0	false
EPI_ISL_417093	51	35	0	0	0	0	0	false
EPI_ISL_417094	440	53	0	0	0	0	0	false
EPI_ISL_417095	45	33	0	0	0	0	0	false
EPI_ISL_417096	53	39	0	0	0	0	0	false
EPI_ISL_417097	47	33	0	0	0	0	0	false
EPI_ISL_417098	48	33	0	0	0	0	0	false
EPI_ISL_417099	44	33	0	0	0	0	0	false
EPI_ISL_417100	43	33	0	0	0	0	0	false
EPI_ISL_417101	47	33	0	0	0	0	0	false
EPI_ISL_417102	46	33	0	0	0	0	0	false
EPI_ISL_417103	48	34	0	0	0	0	0	false
EPI_ISL_417104	49	33	0	0	0	0	0	false
EPI_ISL_417105	41	33	0	0	0	0	0	false
EPI_ISL_417106	45	33	0	0	0	0	0	false
EPI_ISL_417107	46	33	0	0	0	0	0	false
EPI_ISL_417108	38	33	0	0	0	0	0	false
EPI_ISL_417109	117	39	0	0	0	0	0	false
EPI_ISL_417110	42	33	0	0	0	0	0	false
EPI_ISL_417111	78	33	0	0	0	0	0	false
EPI_ISL_417112	41	33	0	0	0	0	0	false
EPI_ISL_417113	2409	74	0	0	0	0	0	false
EPI_ISL_417114	47	33	0	0	0	0	0	false
EPI_ISL_417115	46	33	0	0	0	0	0	false
EPI_ISL_417116	41	33	0	0	0	0	0	false
EPI_ISL_417117	32	30	0	0	0	0	0	false
EPI_ISL_417118	52	39	0	0	0	0	0	false
EPI_ISL_417119	46	33	0	0	0	0	0	false
EPI_ISL_417120	48	33	0	0	0	0	0	false
EPI_ISL_417121	40	33	0	0	0	0	0	false
EPI_ISL_417122	46	33	0	0	0	0	0	false
EPI_ISL_417123	46	33	0	0	0	0	0	false
EPI_ISL_417124	43	33	0	0	0	0	0	false
EPI_ISL_417125	41	33	0	0	0	0	0	false
EPI_ISL_417126	36	33	0	0	0	0	0	false
EPI_ISL_417127	45	33	0	0	0	0	0	false
EPI_ISL_417128	46	33	0	0	0	0	0	false
EPI_ISL_417129	44	33	0	0	0	0	0	false
EPI_ISL_417130	124	39	0	0	0	0	0	false
EPI_ISL_417131	350	74	0	0	0	0	0	false
EPI_ISL_417132	44	33	0	0	0	0	0	false
EPI_ISL_417133	58	39	0	0	0	0	0	false
EPI_ISL_417134	43	33	0	0	0	0	0	false
EPI_ISL_417135	46	33	0	0	0	0	0	false
EPI_ISL_417136	54	33	0	0	0	0	0	false
EPI_ISL_417137	35	33	0	0	0	0	0	false
EPI_ISL_417138	460	53	0	0	0	0	0	false
EPI_ISL_417139	46	33	0	0	0	0	0	false
EPI_ISL_417140	34	32	0	0	0	0	0	false
EPI_ISL_417141	35	33	0	0	0	0	0	false
EPI_ISL_417142	45	32	0	0	0	0	0	false
EPI_ISL_417143	46	33	0	0	0	0	0	false
EPI_ISL_417144	44	33	0	0	0	0	0	false
EPI_ISL_417145	35	33	0	0	0	0	0	false
EPI_ISL_417146	35	33	0	0	0	0	0	false
EPI_ISL_417147	51	36	0	0	0	0	0	false
EPI_ISL_417148	44	33	0	0	0	0	0	false
EPI_ISL_417149	36	33	0	0	0	0	0	false
EPI_ISL_417150	61	36	0	0	0	0	0	false
EPI_ISL_417151	34	32	0	0	0	0	0	false
EPI_ISL_417152	45	33	0	0	0	0	0	false
EPI_ISL_417153	30	29	0	0	0	0	0	false
EPI_ISL_417154	35	33	0	0	0	0	0	false
EPI_ISL_417155	35	33	0	0	0	0	0	false
EPI_ISL_417156	33	31	0	0	0	0	0	false
EPI_ISL_417157	44	33	0	0	0	0	0	false
EPI_ISL_417158	32	31	0	0	0	0	0	false
EPI_ISL_417159	35	33	0	0	0	0	0	false
EPI_ISL_417160	41	39	0	0	0	0	0	false
EPI_ISL_417161	45	33	0	0	0	0	0	false
EPI_ISL_417162	44	33	0	0	0	0	0	false
EPI_ISL_417163	46	33	0	0	0	0	0	false
EPI_ISL_417164	46	33	0	0	0	0	0	false
EPI_ISL_417165	46	33	0	0	0	0	0	false
EPI_ISL_417166	446	36	0	0	0	0	0	false
EPI_ISL_417167	46	33	0	0	0	0	0	false
EPI_ISL_417168	68	33	0	0	0	0	0	false
EPI_ISL_417169	40	33	0	0	0	0	0	false
EPI_ISL_417170	37	29	0	0	0	0	0	false
EPI_ISL_417171	35	33	0	0	0	0	0	false
EPI_ISL_417172	51	33	0	0	0	0	0	false
EPI_ISL_417173	2561	75	0	0	0	0	0	false
EPI_ISL_417174	1506	79	0	0	0	0	0	false
EPI_ISL_417175	28	26	0	0	0	0	0	false
EPI_ISL_417176	231	64	0	0	0	0	0	false
EPI_ISL_417177	1000	72	0	0	0	0	0	false
EPI_ISL_417178	121	4	0	0	0	0	0	false
EPI_ISL_417179	1540	73	0	0	0	0	0	false
EPI_ISL_417180	545	64	0	0	0	0	0	false
EPI_ISL_417181	218	17	0	0	0	0	0	false
EPI_ISL_417182	678	64	0	0	0	0	0	false
EPI_ISL_417183	925	76	0	0	0	0	0	false
EPI_ISL_417184	1139	76	0	0	0	0	0	false
EPI_ISL_417185	121	4	0	0	0	0	0	false
EPI_ISL_417186	0	0	0	0	0	0	0	false
EPI_ISL_417187	121	4	0	0	0	0	0	false
EPI_ISL_417188	121	4	0	0	0	0	0	false
EPI_ISL_417189	8	2	6	0	0	0	0	false
EPI_ISL_417190	1148	76	0	0	0	0	0	false
EPI_ISL_417191	6	2	0	0	0	0	0	false
EPI_ISL_417192	10	1	10	1	0	0	0	false
EPI_ISL_417193	121	4	0	0	0	0	0	false
EPI_ISL_417194	2	1	3	0	0	0	0	false
EPI_ISL_417195	946	76	0	0	0	0	0	false
EPI_ISL_417196	1	1	1	0	0	0	0	false
EPI_ISL_417197	121	4	0	0	0	0	0	false
